time,hip_angle,knee_angle,ankle_angle,hip_torque,knee_torque,ankle_torque
4.7770,-30.0000,125.3450,-39.6304,1.7453,-12.1155,-0.2904
4.7780,-30.0000,125.3452,-39.6304,1.7453,-12.1155,-0.2904
4.7790,-30.0000,125.3454,-39.6304,1.7453,-12.1155,-0.2904
4.7800,-30.0000,125.3457,-39.6304,1.7453,-12.1155,-0.2904
4.7810,-30.0000,125.3459,-39.6304,1.7453,-12.1155,-0.2904
4.7820,-30.0000,125.3462,-39.6304,1.7453,-12.1154,-0.2904
4.7830,-30.0000,125.3464,-39.6304,1.7453,-12.1154,-0.2904
4.7840,-30.0000,125.3466,-39.6304,1.7453,-12.1154,-0.2904
4.7850,-30.0000,125.3469,-39.6304,1.7453,-12.1154,-0.2904
4.7860,-30.0000,125.3471,-39.6304,1.7453,-12.1154,-0.2904
4.7870,-30.0000,125.3473,-39.6304,1.7453,-12.1154,-0.2904
4.7880,-30.0000,125.3476,-39.6304,1.7453,-12.1154,-0.2904
4.7890,-30.0000,125.3478,-39.6304,1.7453,-12.1154,-0.2904
4.7900,-30.0000,125.3480,-39.6304,1.7453,-12.1154,-0.2904
4.7910,-30.0000,125.3483,-39.6304,1.7453,-12.1154,-0.2904
4.7920,-30.0000,125.3485,-39.6304,1.7453,-12.1154,-0.2904
4.7930,-30.0000,125.3487,-39.6304,1.7453,-12.1154,-0.2904
4.7940,-30.0000,125.3490,-39.6304,1.7453,-12.1154,-0.2904
4.7950,-30.0000,125.3492,-39.6304,1.7453,-12.1154,-0.2904
4.7960,-30.0000,125.3494,-39.6304,1.7453,-12.1154,-0.2904
4.7970,-30.0000,125.3497,-39.6304,1.7453,-12.1154,-0.2904
4.7980,-30.0000,125.3499,-39.6304,1.7453,-12.1154,-0.2904
4.7990,-30.0000,125.3501,-39.6304,1.7453,-12.1154,-0.2904
4.8000,-30.0000,125.3503,-39.6304,1.7453,-12.1154,-0.2904
4.8010,-30.0000,125.3506,-39.6304,1.7453,-12.1154,-0.2904
4.8020,-30.0000,125.3508,-39.6304,1.7453,-12.1154,-0.2904
4.8030,-30.0000,125.3510,-39.6304,1.7453,-12.1154,-0.2904
4.8040,-30.0000,125.3512,-39.6304,1.7453,-12.1154,-0.2904
4.8050,-30.0000,125.3515,-39.6304,1.7453,-12.1154,-0.2904
4.8060,-30.0000,125.3517,-39.6304,1.7453,-12.1154,-0.2904
4.8070,-30.0000,125.3519,-39.6304,1.7453,-12.1154,-0.2904
4.8080,-30.0000,125.3521,-39.6304,1.7453,-12.1154,-0.2904
4.8090,-30.0000,125.3524,-39.6304,1.7453,-12.1154,-0.2904
4.8100,-30.0000,125.3526,-39.6303,1.7453,-12.1154,-0.2904
4.8110,-30.0000,125.3528,-39.6303,1.7453,-12.1154,-0.2904
4.8120,-30.0000,125.3530,-39.6303,1.7453,-12.1154,-0.2904
4.8130,-30.0000,125.3532,-39.6303,1.7453,-12.1154,-0.2904
4.8140,-30.0000,125.3534,-39.6303,1.7453,-12.1154,-0.2904
4.8150,-30.0000,125.3537,-39.6303,1.7453,-12.1154,-0.2905
4.8160,-30.0000,125.3539,-39.6303,1.7453,-12.1154,-0.2905
4.8170,-30.0000,125.3541,-39.6303,1.7453,-12.1154,-0.2905
4.8180,-30.0000,125.3543,-39.6303,1.7453,-12.1154,-0.2905
4.8190,-30.0000,125.3545,-39.6303,1.7453,-12.1154,-0.2905
4.8200,-30.0000,125.3547,-39.6303,1.7453,-12.1154,-0.2905
4.8210,-30.0000,125.3549,-39.6303,1.7453,-12.1154,-0.2905
4.8220,-30.0000,125.3552,-39.6303,1.7453,-12.1154,-0.2905
4.8230,-30.0000,125.3554,-39.6303,1.7453,-12.1154,-0.2905
4.8240,-30.0000,125.3556,-39.6303,1.7453,-12.1154,-0.2905
4.8250,-30.0000,125.3558,-39.6303,1.7453,-12.1154,-0.2905
4.8260,-30.0000,125.3560,-39.6303,1.7453,-12.1154,-0.2905
4.8270,-30.0000,125.3562,-39.6303,1.7453,-12.1154,-0.2905
4.8280,-30.0000,125.3564,-39.6303,1.7453,-12.1154,-0.2905
4.8290,-30.0000,125.3566,-39.6303,1.7453,-12.1154,-0.2905
4.8300,-30.0000,125.3568,-39.6303,1.7453,-12.1154,-0.2905
4.8310,-30.0000,125.3570,-39.6303,1.7453,-12.1154,-0.2905
4.8320,-30.0000,125.3572,-39.6303,1.7453,-12.1154,-0.2905
4.8330,-30.0000,125.3575,-39.6303,1.7453,-12.1154,-0.2905
4.8340,-30.0000,125.3577,-39.6303,1.7453,-12.1154,-0.2905
4.8350,-30.0000,125.3579,-39.6303,1.7453,-12.1154,-0.2905
4.8360,-30.0000,125.3581,-39.6303,1.7453,-12.1154,-0.2905
4.8370,-30.0000,125.3583,-39.6303,1.7453,-12.1154,-0.2905
4.8380,-30.0000,125.3585,-39.6303,1.7453,-12.1154,-0.2905
4.8390,-30.0000,125.3587,-39.6303,1.7453,-12.1154,-0.2905
4.8400,-30.0000,125.3589,-39.6303,1.7453,-12.1154,-0.2905
4.8410,-30.0000,125.3591,-39.6303,1.7453,-12.1154,-0.2905
4.8420,-30.0000,125.3593,-39.6303,1.7453,-12.1154,-0.2905
4.8430,-30.0000,125.3595,-39.6303,1.7453,-12.1154,-0.2905
4.8440,-30.0000,125.3597,-39.6303,1.7453,-12.1154,-0.2905
4.8450,-30.0000,125.3599,-39.6303,1.7453,-12.1154,-0.2905
4.8460,-30.0000,125.3601,-39.6303,1.7453,-12.1154,-0.2905
4.8470,-30.0000,125.3603,-39.6303,1.7453,-12.1154,-0.2905
4.8480,-30.0000,125.3605,-39.6303,1.7453,-12.1154,-0.2905
4.8490,-30.0000,125.3607,-39.6303,1.7453,-12.1154,-0.2905
4.8500,-30.0000,125.3608,-39.6303,1.7453,-12.1154,-0.2905
4.8510,-30.0000,125.3610,-39.6303,1.7453,-12.1154,-0.2905
4.8520,-30.0000,125.3612,-39.6303,1.7453,-12.1154,-0.2905
4.8530,-30.0000,125.3614,-39.6303,1.7453,-12.1154,-0.2905
4.8540,-30.0000,125.3616,-39.6303,1.7453,-12.1154,-0.2905
4.8550,-30.0000,125.3618,-39.6303,1.7453,-12.1154,-0.2905
4.8560,-30.0000,125.3620,-39.6303,1.7453,-12.1154,-0.2905
4.8570,-30.0000,125.3622,-39.6303,1.7453,-12.1154,-0.2905
4.8580,-30.0000,125.3624,-39.6303,1.7453,-12.1154,-0.2905
4.8590,-30.0000,125.3626,-39.6303,1.7453,-12.1154,-0.2905
4.8600,-30.0000,125.3628,-39.6303,1.7453,-12.1154,-0.2905
4.8610,-30.0000,125.3630,-39.6303,1.7453,-12.1154,-0.2905
4.8620,-30.0000,125.3631,-39.6303,1.7453,-12.1154,-0.2905
4.8630,-30.0000,125.3633,-39.6303,1.7453,-12.1154,-0.2905
4.8640,-30.0000,125.3635,-39.6303,1.7453,-12.1154,-0.2905
4.8650,-30.0000,125.3637,-39.6303,1.7453,-12.1154,-0.2905
4.8660,-30.0000,125.3639,-39.6303,1.7453,-12.1154,-0.2905
4.8670,-30.0000,125.3641,-39.6303,1.7453,-12.1154,-0.2905
4.8680,-30.0000,125.3643,-39.6303,1.7453,-12.1154,-0.2905
4.8690,-30.0000,125.3644,-39.6303,1.7453,-12.1154,-0.2905
4.8700,-30.0000,125.3646,-39.6303,1.7453,-12.1154,-0.2905
4.8710,-30.0000,125.3648,-39.6303,1.7453,-12.1154,-0.2905
4.8720,-30.0000,125.3650,-39.6303,1.7453,-12.1154,-0.2905
4.8730,-30.0000,125.3652,-39.6303,1.7453,-12.1154,-0.2905
4.8740,-30.0000,125.3654,-39.6303,1.7453,-12.1154,-0.2905
4.8750,-30.0000,125.3655,-39.6303,1.7453,-12.1154,-0.2905
4.8760,-30.0000,125.3657,-39.6303,1.7453,-12.1154,-0.2905
4.8770,-30.0000,125.3659,-39.6303,1.7453,-12.1154,-0.2905
4.8780,-30.0000,125.3661,-39.6303,1.7453,-12.1154,-0.2905
4.8790,-30.0000,125.3663,-39.6303,1.7453,-12.1154,-0.2905
4.8800,-30.0000,125.3664,-39.6303,1.7453,-12.1154,-0.2905
4.8810,-30.0000,125.3666,-39.6303,1.7453,-12.1154,-0.2905
4.8820,-30.0000,125.3668,-39.6303,1.7453,-12.1154,-0.2905
4.8830,-30.0000,125.3670,-39.6303,1.7453,-12.1154,-0.2905
4.8840,-30.0000,125.3671,-39.6303,1.7453,-12.1154,-0.2905
4.8850,-30.0000,125.3673,-39.6303,1.7453,-12.1154,-0.2905
4.8860,-30.0000,125.3675,-39.6302,1.7453,-12.1154,-0.2905
4.8870,-30.0000,125.3677,-39.6302,1.7453,-12.1154,-0.2905
4.8880,-30.0000,125.3678,-39.6302,1.7453,-12.1154,-0.2905
4.8890,-30.0000,125.3680,-39.6302,1.7453,-12.1154,-0.2905
4.8900,-30.0000,125.3682,-39.6302,1.7453,-12.1154,-0.2905
4.8910,-30.0000,125.3684,-39.6302,1.7453,-12.1154,-0.2905
4.8920,-30.0000,125.3685,-39.6302,1.7453,-12.1154,-0.2905
4.8930,-30.0000,125.3687,-39.6302,1.7453,-12.1154,-0.2905
4.8940,-30.0000,125.3689,-39.6302,1.7453,-12.1154,-0.2905
4.8950,-30.0000,125.3690,-39.6302,1.7453,-12.1154,-0.2905
4.8960,-30.0000,125.3692,-39.6302,1.7453,-12.1154,-0.2905
4.8970,-30.0000,125.3694,-39.6302,1.7453,-12.1154,-0.2905
4.8980,-30.0000,125.3695,-39.6302,1.7453,-12.1154,-0.2905
4.8990,-30.0000,125.3697,-39.6302,1.7453,-12.1154,-0.2905
4.9000,-30.0000,125.3699,-39.6302,1.7453,-12.1154,-0.2905
4.9010,-30.0000,125.3701,-39.6302,1.7453,-12.1154,-0.2905
4.9020,-30.0000,125.3702,-39.6302,1.7453,-12.1154,-0.2905
4.9030,-30.0000,125.3704,-39.6302,1.7453,-12.1154,-0.2905
4.9040,-30.0000,125.3705,-39.6302,1.7453,-12.1154,-0.2905
4.9050,-30.0000,125.3707,-39.6302,1.7453,-12.1154,-0.2905
4.9060,-30.0000,125.3709,-39.6302,1.7453,-12.1154,-0.2905
4.9070,-30.0000,125.3710,-39.6302,1.7453,-12.1154,-0.2905
4.9080,-30.0000,125.3712,-39.6302,1.7453,-12.1154,-0.2905
4.9090,-30.0000,125.3714,-39.6302,1.7453,-12.1154,-0.2905
4.9100,-30.0000,125.3715,-39.6302,1.7453,-12.1154,-0.2905
4.9110,-30.0000,125.3717,-39.6302,1.7453,-12.1154,-0.2905
4.9120,-30.0000,125.3719,-39.6302,1.7453,-12.1154,-0.2905
4.9130,-30.0000,125.3720,-39.6302,1.7453,-12.1154,-0.2905
4.9140,-30.0000,125.3722,-39.6302,1.7453,-12.1154,-0.2905
4.9150,-30.0000,125.3723,-39.6302,1.7453,-12.1154,-0.2905
4.9160,-30.0000,125.3725,-39.6302,1.7453,-12.1154,-0.2905
4.9170,-30.0000,125.3727,-39.6302,1.7453,-12.1154,-0.2905
4.9180,-30.0000,125.3728,-39.6302,1.7453,-12.1154,-0.2905
4.9190,-30.0000,125.3730,-39.6302,1.7453,-12.1154,-0.2905
4.9200,-30.0000,125.3731,-39.6302,1.7453,-12.1154,-0.2905
4.9210,-30.0000,125.3733,-39.6302,1.7453,-12.1154,-0.2905
4.9220,-30.0000,125.3734,-39.6302,1.7453,-12.1154,-0.2905
4.9230,-30.0000,125.3736,-39.6302,1.7453,-12.1154,-0.2905
4.9240,-30.0000,125.3738,-39.6302,1.7453,-12.1154,-0.2905
4.9250,-30.0000,125.3739,-39.6302,1.7453,-12.1154,-0.2905
4.9260,-30.0000,125.3741,-39.6302,1.7453,-12.1154,-0.2905
4.9270,-30.0000,125.3742,-39.6302,1.7453,-12.1154,-0.2905
4.9280,-30.0000,125.3744,-39.6302,1.7453,-12.1154,-0.2905
4.9290,-30.0000,125.3745,-39.6302,1.7453,-12.1154,-0.2905
4.9300,-30.0000,125.3747,-39.6302,1.7453,-12.1154,-0.2905
4.9310,-30.0000,125.3748,-39.6302,1.7453,-12.1154,-0.2905
4.9320,-30.0000,125.3750,-39.6302,1.7453,-12.1154,-0.2905
4.9330,-30.0000,125.3751,-39.6302,1.7453,-12.1154,-0.2905
4.9340,-30.0000,125.3753,-39.6302,1.7453,-12.1154,-0.2905
4.9350,-30.0000,125.3754,-39.6302,1.7453,-12.1154,-0.2905
4.9360,-30.0000,125.3756,-39.6302,1.7453,-12.1154,-0.2905
4.9370,-30.0000,125.3757,-39.6302,1.7453,-12.1154,-0.2905
4.9380,-30.0000,125.3759,-39.6302,1.7453,-12.1154,-0.2905
4.9390,-30.0000,125.3760,-39.6302,1.7453,-12.1154,-0.2905
4.9400,-30.0000,125.3762,-39.6302,1.7453,-12.1154,-0.2905
4.9410,-30.0000,125.3763,-39.6302,1.7453,-12.1154,-0.2905
4.9420,-30.0000,125.3765,-39.6302,1.7453,-12.1154,-0.2905
4.9430,-30.0000,125.3766,-39.6302,1.7453,-12.1154,-0.2905
4.9440,-30.0000,125.3768,-39.6302,1.7453,-12.1154,-0.2905
4.9450,-30.0000,125.3769,-39.6302,1.7453,-12.1154,-0.2905
4.9460,-30.0000,125.3771,-39.6302,1.7453,-12.1154,-0.2905
4.9470,-30.0000,125.3772,-39.6302,1.7453,-12.1154,-0.2905
4.9480,-30.0000,125.3774,-39.6302,1.7453,-12.1154,-0.2905
4.9490,-30.0000,125.3775,-39.6302,1.7453,-12.1154,-0.2905
4.9500,-30.0000,125.3777,-39.6302,1.7453,-12.1154,-0.2905
4.9510,-30.0000,125.3778,-39.6302,1.7453,-12.1154,-0.2905
4.9520,-30.0000,125.3779,-39.6302,1.7453,-12.1154,-0.2905
4.9530,-30.0000,125.3781,-39.6302,1.7453,-12.1154,-0.2905
4.9540,-30.0000,125.3782,-39.6302,1.7453,-12.1154,-0.2905
4.9550,-30.0000,125.3784,-39.6302,1.7453,-12.1154,-0.2905
4.9560,-30.0000,125.3785,-39.6302,1.7453,-12.1154,-0.2905
4.9570,-30.0000,125.3787,-39.6302,1.7453,-12.1154,-0.2905
4.9580,-30.0000,125.3788,-39.6302,1.7453,-12.1154,-0.2905
4.9590,-30.0000,125.3789,-39.6302,1.7453,-12.1154,-0.2905
4.9600,-30.0000,125.3791,-39.6302,1.7453,-12.1154,-0.2905
4.9610,-30.0000,125.3792,-39.6302,1.7453,-12.1154,-0.2905
4.9620,-30.0000,125.3794,-39.6302,1.7453,-12.1154,-0.2905
4.9630,-30.0000,125.3795,-39.6302,1.7453,-12.1154,-0.2905
4.9640,-30.0000,125.3796,-39.6302,1.7453,-12.1154,-0.2905
4.9650,-30.0000,125.3798,-39.6302,1.7453,-12.1154,-0.2905
4.9660,-30.0000,125.3799,-39.6302,1.7453,-12.1154,-0.2905
4.9670,-30.0000,125.3800,-39.6302,1.7453,-12.1154,-0.2905
4.9680,-30.0000,125.3802,-39.6302,1.7453,-12.1154,-0.2905
4.9690,-30.0000,125.3803,-39.6302,1.7453,-12.1154,-0.2905
4.9700,-30.0000,125.3805,-39.6302,1.7453,-12.1154,-0.2905
4.9710,-30.0000,125.3806,-39.6302,1.7453,-12.1154,-0.2905
4.9720,-30.0000,125.3807,-39.6302,1.7453,-12.1154,-0.2905
4.9730,-30.0000,125.3809,-39.6302,1.7453,-12.1154,-0.2905
4.9740,-30.0000,125.3810,-39.6302,1.7453,-12.1154,-0.2905
4.9750,-30.0000,125.3811,-39.6302,1.7453,-12.1154,-0.2905
4.9760,-30.0000,125.3813,-39.6302,1.7453,-12.1154,-0.2905
4.9770,-30.0000,125.3814,-39.6302,1.7453,-12.1154,-0.2905
4.9780,-30.0000,125.3815,-39.6302,1.7453,-12.1154,-0.2906
4.9790,-30.0000,125.3817,-39.6302,1.7453,-12.1154,-0.2906
4.9800,-30.0000,125.3818,-39.6302,1.7453,-12.1154,-0.2906
4.9810,-30.0000,125.3819,-39.6302,1.7453,-12.1154,-0.2906
4.9820,-30.0000,125.3821,-39.6302,1.7453,-12.1154,-0.2906
4.9830,-30.0000,125.3822,-39.6302,1.7453,-12.1154,-0.2906
4.9840,-30.0000,125.3823,-39.6301,1.7453,-12.1154,-0.2906
4.9850,-30.0000,125.3824,-39.6301,1.7453,-12.1154,-0.2906
4.9860,-30.0000,125.3826,-39.6301,1.7453,-12.1154,-0.2906
4.9870,-30.0000,125.3827,-39.6301,1.7453,-12.1154,-0.2906
4.9880,-30.0000,125.3828,-39.6301,1.7453,-12.1154,-0.2906
4.9890,-30.0000,125.3830,-39.6301,1.7453,-12.1154,-0.2906
4.9900,-30.0000,125.3831,-39.6301,1.7453,-12.1154,-0.2906
4.9910,-30.0000,125.3832,-39.6301,1.7453,-12.1154,-0.2906
4.9920,-30.0000,125.3833,-39.6301,1.7453,-12.1154,-0.2906
4.9930,-30.0000,125.3835,-39.6301,1.7453,-12.1154,-0.2906
4.9940,-30.0000,125.3836,-39.6301,1.7453,-12.1154,-0.2906
4.9950,-30.0000,125.3837,-39.6301,1.7453,-12.1154,-0.2906
4.9960,-30.0000,125.3839,-39.6301,1.7453,-12.1154,-0.2906
4.9970,-30.0000,125.3840,-39.6301,1.7453,-12.1154,-0.2906
4.9980,-30.0000,125.3841,-39.6301,1.7453,-12.1154,-0.2906
4.9990,-30.0000,125.3842,-39.6301,1.7453,-12.1154,-0.2906
5.0000,-30.0000,125.3844,-39.6301,1.7453,-12.1154,-0.2906
5.0010,-30.0000,125.3845,-39.6301,1.7453,-12.1154,-0.2906
5.0020,-30.0000,125.3846,-39.6301,1.7453,-12.1154,-0.2905
5.0030,-30.0000,125.3847,-39.6301,1.7454,-12.1155,-0.2905
5.0040,-30.0000,125.3848,-39.6301,1.7454,-12.1156,-0.2905
5.0050,-30.0000,125.3850,-39.6301,1.7454,-12.1157,-0.2905
5.0060,-30.0000,125.3851,-39.6301,1.7455,-12.1160,-0.2904
5.0070,-30.0000,125.3852,-39.6301,1.7456,-12.1163,-0.2904
5.0080,-30.0000,125.3853,-39.6301,1.7457,-12.1166,-0.2903
5.0090,-30.0000,125.3854,-39.6301,1.7458,-12.1171,-0.2903
5.0100,-30.0000,125.3856,-39.6301,1.7460,-12.1176,-0.2902
5.0110,-30.0000,125.3857,-39.6300,1.7462,-12.1182,-0.2902
5.0120,-30.0000,125.3858,-39.6300,1.7464,-12.1188,-0.2901
5.0130,-30.0000,125.3859,-39.6300,1.7466,-12.1196,-0.2900
5.0140,-30.0000,125.3860,-39.6299,1.7468,-12.1204,-0.2899
5.0150,-30.0000,125.3862,-39.6299,1.7471,-12.1213,-0.2898
5.0160,-30.0000,125.3863,-39.6299,1.7474,-12.1223,-0.2898
5.0170,-30.0000,125.3864,-39.6298,1.7478,-12.1234,-0.2897
5.0180,-30.0000,125.3865,-39.6298,1.7481,-12.1245,-0.2895
5.0190,-30.0000,125.3866,-39.6297,1.7485,-12.1257,-0.2894
5.0200,-30.0000,125.3867,-39.6296,1.7490,-12.1270,-0.2893
5.0210,-30.0000,125.3868,-39.6295,1.7494,-12.1284,-0.2892
5.0220,-30.0000,125.3869,-39.6295,1.7499,-12.1298,-0.2891
5.0230,-30.0000,125.3870,-39.6294,1.7504,-12.1313,-0.2889
5.0240,-30.0000,125.3871,-39.6293,1.7509,-12.1328,-0.2888
5.0250,-30.0000,125.3872,-39.6292,1.7515,-12.1345,-0.2887
5.0260,-30.0000,125.3873,-39.6290,1.7521,-12.1361,-0.2885
5.0270,-30.0000,125.3874,-39.6289,1.7527,-12.1379,-0.2884
5.0280,-30.0000,125.3875,-39.6288,1.7534,-12.1397,-0.2882
5.0290,-30.0000,125.3875,-39.6286,1.7541,-12.1415,-0.2880
5.0300,-30.0000,125.3876,-39.6285,1.7548,-12.1434,-0.2879
5.0310,-30.0000,125.3877,-39.6283,1.7556,-12.1453,-0.2877
5.0320,-30.0000,125.3878,-39.6281,1.7563,-12.1473,-0.2875
5.0330,-30.0000,125.3878,-39.6279,1.7572,-12.1494,-0.2873
5.0340,-30.0000,125.3879,-39.6277,1.7580,-12.1515,-0.2872
5.0350,-30.0000,125.3879,-39.6275,1.7589,-12.1536,-0.2870
5.0360,-30.0000,125.3880,-39.6273,1.7598,-12.1558,-0.2868
5.0370,-30.0000,125.3880,-39.6271,1.7607,-12.1580,-0.2866
5.0380,-30.0000,125.3880,-39.6268,1.7616,-12.1602,-0.2864
5.0390,-30.0000,125.3881,-39.6266,1.7626,-12.1625,-0.2862
5.0400,-30.0000,125.3881,-39.6263,1.7637,-12.1648,-0.2859
5.0410,-30.0000,125.3881,-39.6260,1.7647,-12.1671,-0.2857
5.0420,-30.0000,125.3881,-39.6257,1.7658,-12.1695,-0.2855
5.0430,-30.0000,125.3881,-39.6254,1.7669,-12.1719,-0.2853
5.0440,-30.0000,125.3881,-39.6251,1.7680,-12.1743,-0.2850
5.0450,-30.0000,125.3881,-39.6248,1.7692,-12.1768,-0.2848
5.0460,-30.0000,125.3880,-39.6244,1.7704,-12.1792,-0.2845
5.0470,-30.0000,125.3880,-39.6240,1.7716,-12.1817,-0.2843
5.0480,-30.0000,125.3880,-39.6237,1.7729,-12.1843,-0.2840
5.0490,-30.0000,125.3879,-39.6233,1.7742,-12.1868,-0.2838
5.0500,-30.0000,125.3878,-39.6229,1.7755,-12.1894,-0.2835
5.0510,-30.0000,125.3878,-39.6224,1.7769,-12.1920,-0.2833
5.0520,-30.0000,125.3877,-39.6220,1.7782,-12.1946,-0.2830
5.0530,-30.0000,125.3876,-39.6215,1.7797,-12.1972,-0.2827
5.0540,-30.0000,125.3875,-39.6211,1.7811,-12.1998,-0.2824
5.0550,-30.0000,125.3873,-39.6206,1.7826,-12.2025,-0.2822
5.0560,-30.0000,125.3872,-39.6200,1.7841,-12.2052,-0.2819
5.0570,-30.0000,125.3871,-39.6195,1.7856,-12.2079,-0.2816
5.0580,-30.0000,125.3869,-39.6190,1.7872,-12.2106,-0.2813
5.0590,-30.0000,125.3867,-39.6184,1.7887,-12.2133,-0.2810
5.0600,-30.0000,125.3865,-39.6178,1.7904,-12.2160,-0.2807
5.0610,-30.0000,125.3863,-39.6172,1.7920,-12.2187,-0.2804
5.0620,-30.0000,125.3861,-39.6166,1.7937,-12.2215,-0.2801
5.0630,-30.0000,125.3859,-39.6160,1.7954,-12.2243,-0.2798
5.0640,-30.0000,125.3857,-39.6153,1.7971,-12.2270,-0.2794
5.0650,-30.0000,125.3854,-39.6147,1.7989,-12.2298,-0.2791
5.0660,-30.0000,125.3851,-39.6140,1.8007,-12.2326,-0.2788
5.0670,-30.0000,125.3848,-39.6133,1.8026,-12.2354,-0.2785
5.0680,-30.0000,125.3845,-39.6125,1.8044,-12.2382,-0.2781
5.0690,-30.0000,125.3842,-39.6118,1.8063,-12.2411,-0.2778
5.0700,-30.0000,125.3839,-39.6110,1.8082,-12.2439,-0.2774
5.0710,-30.0000,125.3835,-39.6102,1.8102,-12.2467,-0.2771
5.0720,-30.0000,125.3832,-39.6094,1.8122,-12.2496,-0.2767
5.0730,-30.0000,125.3828,-39.6086,1.8142,-12.2524,-0.2764
5.0740,-30.0000,125.3824,-39.6077,1.8162,-12.2553,-0.2760
5.0750,-30.0000,125.3819,-39.6069,1.8183,-12.2582,-0.2757
5.0760,-30.0000,125.3815,-39.6060,1.8204,-12.2610,-0.2753
5.0770,-30.0000,125.3810,-39.6050,1.8225,-12.2639,-0.2749
5.0780,-30.0000,125.3806,-39.6041,1.8247,-12.2668,-0.2746
5.0790,-30.0000,125.3801,-39.6031,1.8269,-12.2697,-0.2742
5.0800,-30.0000,125.3795,-39.6022,1.8291,-12.2726,-0.2738
5.0810,-30.0000,125.3790,-39.6012,1.8313,-12.2755,-0.2734
5.0820,-30.0000,125.3784,-39.6001,1.8336,-12.2784,-0.2730
5.0830,-30.0000,125.3778,-39.5991,1.8359,-12.2813,-0.2727
5.0840,-30.0000,125.3772,-39.5980,1.8383,-12.2842,-0.2723
5.0850,-30.0000,125.3766,-39.5969,1.8406,-12.2871,-0.2719
5.0860,-30.0000,125.3760,-39.5958,1.8430,-12.2901,-0.2715
5.0870,-30.0000,125.3753,-39.5946,1.8455,-12.2930,-0.2711
5.0880,-30.0000,125.3746,-39.5935,1.8479,-12.2959,-0.2707
5.0890,-30.0000,125.3739,-39.5923,1.8504,-12.2988,-0.2702
5.0900,-30.0000,125.3732,-39.5911,1.8529,-12.3018,-0.2698
5.0910,-30.0000,125.3724,-39.5898,1.8555,-12.3047,-0.2694
5.0920,-30.0000,125.3716,-39.5886,1.8581,-12.3077,-0.2690
5.0930,-30.0000,125.3708,-39.5873,1.8607,-12.3106,-0.2686
5.0940,-30.0000,125.3700,-39.5860,1.8633,-12.3136,-0.2682
5.0950,-30.0000,125.3691,-39.5846,1.8660,-12.3165,-0.2677
5.0960,-30.0000,125.3682,-39.5833,1.8687,-12.3195,-0.2673
5.0970,-30.0000,125.3673,-39.5819,1.8714,-12.3225,-0.2669
5.0980,-30.0000,125.3664,-39.5805,1.8742,-12.3254,-0.2664
5.0990,-30.0000,125.3654,-39.5790,1.8770,-12.3284,-0.2660
5.1000,-30.0000,125.3644,-39.5775,1.8798,-12.3314,-0.2655
5.1010,-30.0000,125.3634,-39.5760,1.8826,-12.3343,-0.2651
5.1020,-30.0000,125.3624,-39.5745,1.8855,-12.3373,-0.2646
5.1030,-30.0000,125.3613,-39.5730,1.8884,-12.3403,-0.2642
5.1040,-30.0000,125.3602,-39.5714,1.8913,-12.3433,-0.2637
5.1050,-30.0000,125.3591,-39.5698,1.8943,-12.3463,-0.2633
5.1060,-30.0000,125.3579,-39.5682,1.8973,-12.3492,-0.2628
5.1070,-30.0000,125.3568,-39.5665,1.9003,-12.3522,-0.2623
5.1080,-30.0000,125.3555,-39.5649,1.9034,-12.3552,-0.2619
5.1090,-30.0000,125.3543,-39.5631,1.9065,-12.3582,-0.2614
5.1100,-30.0000,125.3530,-39.5614,1.9096,-12.3612,-0.2609
5.1110,-30.0000,125.3517,-39.5596,1.9127,-12.3642,-0.2605
5.1120,-30.0000,125.3504,-39.5579,1.9159,-12.3672,-0.2600
5.1130,-30.0000,125.3491,-39.5560,1.9191,-12.3702,-0.2595
5.1140,-30.0000,125.3477,-39.5542,1.9224,-12.3732,-0.2590
5.1150,-30.0000,125.3462,-39.5523,1.9256,-12.3762,-0.2585
5.1160,-30.0000,125.3448,-39.5504,1.9289,-12.3792,-0.2580
5.1170,-30.0000,125.3433,-39.5485,1.9322,-12.3822,-0.2575
5.1180,-30.0000,125.3418,-39.5465,1.9356,-12.3852,-0.2571
5.1190,-30.0000,125.3402,-39.5445,1.9390,-12.3882,-0.2566
5.1200,-30.0000,125.3387,-39.5425,1.9424,-12.3912,-0.2561
5.1210,-30.0000,125.3371,-39.5405,1.9458,-12.3943,-0.2556
5.1220,-30.0000,125.3354,-39.5384,1.9493,-12.3973,-0.2551
5.1230,-30.0000,125.3337,-39.5363,1.9528,-12.4003,-0.2545
5.1240,-30.0000,125.3320,-39.5341,1.9563,-12.4033,-0.2540
5.1250,-30.0000,125.3303,-39.5320,1.9599,-12.4063,-0.2535
5.1260,-30.0000,125.3285,-39.5298,1.9635,-12.4094,-0.2530
5.1270,-30.0000,125.3267,-39.5275,1.9671,-12.4124,-0.2525
5.1280,-30.0000,125.3248,-39.5253,1.9708,-12.4154,-0.2520
5.1290,-30.0000,125.3229,-39.5230,1.9744,-12.4184,-0.2515
5.1300,-30.0000,125.3210,-39.5207,1.9782,-12.4215,-0.2509
5.1310,-30.0000,125.3191,-39.5183,1.9819,-12.4245,-0.2504
5.1320,-30.0000,125.3171,-39.5159,1.9857,-12.4275,-0.2499
5.1330,-30.0000,125.3150,-39.5135,1.9895,-12.4306,-0.2493
